skuId,productId,brandName,productName,listPrice,salePrice,rating,reviews,imageUrl,url,isNew,isLimitedEdition,isSephoraExclusive
2090041,P421485,NARS,Powermatte Lip Pigment,32.0,,4.3902,1694,https://www.sephora.com/productimages/sku/s2090041-main-zoom.jpg?imwidth=270&pb=allure-best-2021-badge,https://www.sephora.com/product/powermatte-lip-pigment-P421485?skuId=2090041,False,False,False
2358513,P416222,TOM FORD,Lip Color Matte Lipstick,62.0,,4.5932,1148,https://www.sephora.com/productimages/sku/s2358513-main-zoom.jpg?imwidth=270,https://www.sephora.com/product/lip-color-matte-lipstick-P416222?skuId=2358513,False,False,False
2660868,P504779,Ami Colé,Desert Date Cream Blush & Lip Multistick,22.0,,4.8058,139,https://www.sephora.com/productimages/sku/s2660868-main-zoom.jpg?imwidth=270&pb=allure-2023-bestofbeauty-badge,https://www.sephora.com/product/ami-cole-blush-desert-cream-blush-lip-multistick-P504779?skuId=2660868,False,False,False
2646545,P504365,Kaja,Jelly Charm Glazed Lip Stain & Blush With Keychain,25.0,,4.4918,1104,https://www.sephora.com/productimages/sku/s2646545-main-zoom.jpg?imwidth=270,https://www.sephora.com/product/kaja-jelly-charm-lip-blush-glazed-stain-with-keychain-P504365?skuId=2646545,False,False,False
2369080,P446610,Charlotte Tilbury,Superstar Lips Lipstick,35.0,,4.1757,74,https://www.sephora.com/productimages/sku/s2369080-main-zoom.jpg?imwidth=270,https://www.sephora.com/product/superstar-lips-lipstick-P446610?skuId=2369080,False,False,False
2840080,P514912,PAT McGRATH LABS,Mini Dramatique Mega Lip Pencil Set,32.0,,3.9,10,https://www.sephora.com/productimages/sku/s2840080-main-zoom.jpg?imwidth=270,https://www.sephora.com/product/mini-dramatique-mega-lip-pencil-duo-P514912?skuId=2840080,False,False,False
2476505,P476493,Fashion Fair,Iconic Lipstick,29.0,,4.5591,93,https://www.sephora.com/productimages/sku/s2476505-main-zoom.jpg?imwidth=270,https://www.sephora.com/product/fashion-fair-iconic-lipstick-P476493?skuId=2476505,False,False,True
1783794,P405290,NUDESTIX,Intense Matte Lip Pencil + Cheek,27.0,,4.3306,372,https://www.sephora.com/productimages/sku/s1783794-main-zoom.jpg?imwidth=270&pb=clean-at-sephora,https://www.sephora.com/product/intense-matte-lip-cheek-pencil-P405290?skuId=1783794,False,False,False
2511186,P483450,GUERLAIN,Kiss Kiss Bee Glow Hydrating Tinted Lip Balm,40.0,,4.1667,78,https://www.sephora.com/productimages/sku/s2511186-main-zoom.jpg?imwidth=270&pb=allure-2022-bestofbeauty-badge,https://www.sephora.com/product/guerlain-kisskiss-bee-glow-lipstick-balm-P483450?skuId=2511186,False,False,False
2471241,P468435,Westman Atelier,Lip Suede Lipstick Palette,85.0,,3.7529,85,https://www.sephora.com/productimages/sku/s2471241-main-zoom.jpg?imwidth=270&pb=clean-at-sephora,https://www.sephora.com/product/westman-atelier-lip-suede-P468435?skuId=2471241,False,False,True
2541894,P479501,Valentino,Rosso Valentino High Pigment Refillable Lipstick,45.0,,4.3959,394,https://www.sephora.com/productimages/sku/s2541894-main-zoom.jpg?imwidth=270,https://www.sephora.com/product/valentino-rosso-valentino-refillable-lipstick-P479501?skuId=2541894,False,False,False
2363810,P458749,PATRICK TA,Major Headlines Precision Lip Crayon,26.0,,4.7664,304,https://www.sephora.com/productimages/sku/s2363810-main-zoom.jpg?imwidth=270,https://www.sephora.com/product/patrick-ta-major-headlines-precision-lip-crayon-P458749?skuId=2363810,False,False,True
